X,Y,施設名,施設名かな,施設名（施,所在地,地区名,TEL,FAX,詳細情報,開館時間,URL,バリアフリ,駐輪場 PC,駐輪場 携,大分類,小分類,カテゴリ,アイコン番,施設ID
135.5505172,34.68654181,大阪府寝屋川水系改修工営所,おおさかふねやがわすいけいかいしゅうこうえいしょ,大阪府寝屋川水系改修工営所（おおさかふねやがわすいけいかいしゅうこうえいしょ）,城東区東中浜4-6-35,城東区,06-6962-7661,06-6969-6483,,,http://www.pref.osaka.jp/ne/,,,,官公庁,府の機関,官公庁/府の機関,117,5198
135.5400083,34.700261,大阪自動車税事務所,おおさかじどうしゃぜいじむしょ,大阪自動車税事務所（おおさかじどうしゃぜいじむしょ）,城東区蒲生2-10-28,城東区,06-6939-1381,06-6930-0137,,,http://www.pref.osaka.jp/osakajidoshazei/,,,,官公庁,府の機関,官公庁/府の機関,106,5071
135.4754138,34.73462194,大阪府西大阪治水事務所神崎川出張所,おおさかふにしおおさかちすいじむしょかんざきがわしゅっちょうしょ,大阪府西大阪治水事務所神崎川出張所（おおさかふにしおおさかちすいじむしょかんざきがわしゅっちょうしょ）,淀川区新高5-18-25,淀川区,06-6393-0221,,,,http://www.pref.osaka.jp/nishiosaka/kanzaki/index.html,,,,官公庁,府の機関,官公庁/府の機関,108,2492
135.41115,34.63831,大阪市港湾局,おおさかしこうわんきょく,大阪市港湾局（おおさかしこうわんきょく）,住之江区南港北2丁目1番10号　ATCビル　ITM棟10階,住之江区,06-6615-7704,06-6615-7719,,平日の9：00～17：30,,,,,官公庁,市の機関,官公庁/市の機関,112,92864
135.443766,34.649246,大阪市港湾局２突事務所,おおさかしこうわんきょくにとつじむしょ,大阪市港湾局２突事務所（おおさかしこうわんきょくにとつじむしょ）,港区海岸通３丁目４?２８,港区,施設管理担当06-6572-0010　防災保安担当06-6572-2691　海務担当06-6571-1966  　埠頭担当06-6572-4033　  船舶担当06-6572-4101,施設管理担当06-6571-2398　防災保安担当06-6571-2398　海務担当06-6571-1992　埠頭担当06-6571-1992　船舶担当06-5671-7527,,平日の9：00～17：30,,,,,官公庁,市の機関,官公庁/市の機関,112,92865
135.453696,34.635578,大阪市港湾局鶴町事務所,おおさかしこうわんきょくつるまちじむしょ,大阪市港湾局鶴町事務所（おおさかしこうわんきょくつるまちじむしょ）,大正区鶴町２丁目２０?４７,大正区,電気担当06-6568-9091　機械担当06-6552-0057　海上保全担当06-6552－0011　,電気担当06-6554-5210　機械担当06-6552-4055　海上保全担当06-6552-0473,,平日の9：00～17：30,,,,,官公庁,市の機関,官公庁/市の機関,112,92866
135.394419,34.662343,大阪市港湾局緑地管理事務所,おおさかしこうわんきょくりょくちかんりじむしょ,大阪市港湾局緑地管理事務所（おおさかしこうわんきょくりょくちかんりじむしょ）,此花区北港緑地２丁目３?１１４,此花区,06-6460-7716,06-6460-7717,,平日の9：00～17：30,,,,,官公庁,市の機関,官公庁/市の機関,112,92867
135.46413,34.69611731,建設局海老江下水処理場,けんせつきょくえびえげすいしょりじょう,建設局海老江下水処理場（けんせつきょくえびえげすいしょりじょう）,福島区大開4-1-141,福島区,06-6462-1434,06-6463-4330,,,http://www.city.osaka.lg.jp/kensetsu/page/0000141324.html,,,,官公庁,市の機関,官公庁/市の機関,117,9005
135.5175001,34.66174408,大阪国際交流センター,おおさかこくさいこうりゅうせんたー,大阪国際交流センター（おおさかこくさいこうりゅうせんたー）,天王寺区上本町8-2-6,天王寺区,06-6772-5931,,,,http://www.ih-osaka.or.jp,http://www.osaka-bfmap.jp/sisetu_data/data/090701.php?bunrui=1&name=9.php,,,官公庁,市の機関,官公庁/市の機関,149,4287
135.4356613,34.68032203,建設局此花下水処理場,けんせつきょくこのはなげすいしょりじょう,建設局此花下水処理場（けんせつきょくこのはなげすいしょりじょう）,此花区酉島5-10-62,此花区,6468-0017,6464-3930,,,http://www.city.osaka.lg.jp/kensetsu/page/0000141871.html,,,,官公庁,市の機関,官公庁/市の機関,117,1316
135.5189753,34.63933414,水道局南部水道工事センター（田辺分室）,すいどうきょくなんぶすいどうこうじせんたー（たなべぶんしつ）,水道局南部水道工事センター（田辺分室）（すいどうきょくなんぶすいどうこうじせんたー（たなべぶんしつ））,阿倍野区三明町2-9-17（阿倍野区役所北側）,阿倍野区,06-6625-6191,06-6623-8666,給水装置の工事関係,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000015040.html,,,,官公庁,市の機関,官公庁/市の機関,117,19210
135.4731608,34.695936,水道局北部水道工事センター（野田分室）,すいどうきょくほくぶすいどうこうじせんたー（のだぶんしつ）,水道局北部水道工事センター（野田分室）（すいどうきょくほくぶすいどうこうじせんたー（のだぶんしつ））,福島区海老江5-3-6（野田営業所内）,福島区,06-6458-6046,06-6458-6072,配水管の工事関係,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000015040.html,,,,官公庁,市の機関,官公庁/市の機関,117,3504
135.5343414,34.74137467,水道局北部水道工事センター（豊里分室）,すいどうきょくほくぶすいどうこうじせんたー（とよさとぶんしつ）,水道局北部水道工事センター（豊里分室）（すいどうきょくほくぶすいどうこうじせんたー（とよさとぶんしつ））,東淀川区豊里2-25-12（豊里営業所内）,東淀川区,06-6329-6666　,06-6329-6676,給水装置の工事関係,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000015040.html,,,,官公庁,市の機関,官公庁/市の機関,117,19218
135.5741559,34.70424683,水道局鶴見サービスステーション,すいどうきょくつるみさーびすすてーしょん,水道局鶴見サービスステーション（すいどうきょくつるみさーびすすてーしょん）,鶴見区横堤5-4-19（鶴見区役所2階）,鶴見区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,4009
135.5185942,34.63906939,水道局阿倍野サービスステーション,すいどうきょくあべのさーびすすてーしょん,水道局阿倍野サービスステーション（すいどうきょくあべのさーびすすてーしょん）,阿倍野区文の里1-1-40（阿倍野区役所1階）,阿倍野区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,1206
135.4731938,34.69580008,水道局野田営業所,すいどうきょくのだえいぎょうしょ,水道局野田営業所（すいどうきょくのだえいぎょうしょ）,福島区海老江5-3-6,福島区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付等,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,19198
135.5343347,34.74138019,水道局豊里営業所,すいどうきょくとよさとえいぎょうしょ,水道局豊里営業所（すいどうきょくとよさとえいぎょうしょ）,東淀川区豊里2-25-12,東淀川区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付等,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,782
135.486081,34.676281,水道局西サービスステーション,すいどうきょくにしさーびすすてーしょん,水道局西サービスステーション（すいどうきょくにしさーびすすてーしょん）,西区新町４－５?１４（西区役所５階）,西区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付,午前９時~午後５時３０分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,92837
135.4898499,34.62083592,水道局粉浜営業所,すいどうきょくこはまえいぎょうしょ,水道局粉浜営業所（すいどうきょくこはまえいぎょうしょ）,住之江区粉浜1-15-16,住之江区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付等,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,691
135.4723308,34.69219758,水道局福島サービスステーション,すいどうきょくふくしまさーびすすてーしょん,水道局福島サービスステーション（すいどうきょくふくしまさーびすすてーしょん）,福島区大開1-8-1（福島区役所1階）,福島区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,19212
135.5323411,34.603241,水道局矢田出張所,すいどうきょくやたしゅっちょうじょ,水道局矢田出張所（すいどうきょくやたしゅっちょうじょ）,東住吉区矢田6-7-25（東住吉区役所矢田出張所1階）,東住吉区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付,午前9時～午後1時,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,19214
135.5231689,34.62083592,水道局田辺営業所,すいどうきょくたなべえいぎょうしょ,水道局田辺営業所（すいどうきょくたなべえいぎょうしょ）,東住吉区南田辺3-2-1,東住吉区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付等,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,3142
135.534361,34.65353908,水道局生野サービスステーション,すいどうきょくいくのサービスステーション,水道局生野サービスステーション（すいどうきょくいくのサービスステーション）,生野区勝山南3-1-19（生野区役所1階）,生野区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,4537
135.5166438,34.73795794,水道局淡路サービスステーション,すいどうきょくあわじさーびすすてーしょん,水道局淡路サービスステーション（すいどうきょくあわじさーびすすてーしょん）,東淀川区東淡路4-15-1-200(東淀川区役所淡路出張所2階),東淀川区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,http://www.osaka-bfmap.jp/sisetu_data/data/191301.php?bunrui=3&amp;name=search_name.php,,,官公庁,市の機関,官公庁/市の機関,117,170
135.4996467,34.65931903,水道局浪速サービスステーション,すいどうきょくなにわさーびすすてーしょん,水道局浪速サービスステーション（すいどうきょくなにわさーびすすてーしょん）,浪速区敷津東1-4-20（浪速区役所4階）,浪速区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,http://www.osaka-bfmap.jp/sisetu_data/data/101301.php?bunrui=3&amp;name=search_name.php,,,官公庁,市の機関,官公庁/市の機関,117,2657
135.464506,34.68361703,水道局此花サービスステーション,すいどうきょくこのはなさーびすすてーしょん,水道局此花サービスステーション（すいどうきょくこのはなさーびすすてーしょん）,此花区西九条5-4-25（此花総合センタービル2階）,此花区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付,,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,1277
135.4560971,34.71125311,水道局歌島サービスステーション,すいどうきょくうたじまさーびすすてーしょん,水道局歌島サービスステーション（すいどうきょくうたじまさーびすすてーしょん）,西淀川区御幣島1-2-10（西淀川区役所1階）,西淀川区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,3646
135.5193373,34.66811192,水道局東部水道工事センター（上本町分室）,すいどうきょくとうぶすいどうこうじせんたー（うえほんまちぶんしつ）,水道局東部水道工事センター（上本町分室）（すいどうきょくとうぶすいどうこうじせんたー（うえほんまちぶんしつ））,中央区上本町西5-1-12（上本町営業所内）,中央区,06-6762-5576,06-6762-5608,配水管の工事関係,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000015040.html,,,,官公庁,市の機関,官公庁/市の機関,117,19206
135.541458,34.669906,水道局東成サービスステーション,すいどうきょくひがしなりさーびすすてーしょん,水道局東成サービスステーション（すいどうきょくひがしなりさーびすすてーしょん）,東成区大今里西２－８－４（東成区役所２階）,東成区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付,午前９時~午後５時３０分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,92836
135.5441457,34.72123958,水道局旭サービスステーション,すいどうきょくあさひさーびすすてーしょん,水道局旭サービスステーション（すいどうきょくあさひさーびすすてーしょん）,旭区大宮1-1-17（旭区役所地下1階）,旭区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,19213
135.5491165,34.61980058,水道局平野サービスステーション,すいどうきょくひらのさーびすすてーしょん,水道局平野サービスステーション（すいどうきょくひらのさーびすすてーしょん）,平野区背戸口3-8-19(平野区役所2階),平野区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,http://www.osaka-bfmap.jp/sisetu_data/data/231301.php?bunrui=3&amp;name=search_name.php,,,官公庁,市の機関,官公庁/市の機関,117,2330
135.4725531,34.65046089,水道局大正サービスステーション,すいどうきょくたいしょうさーびすすてーしょん,水道局大正サービスステーション（すいどうきょくたいしょうさーびすすてーしょん）,大正区千島2-7-95（大正区役所1階）,大正区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,3860
135.475401,34.67184736,水道局境川営業所,すいどうきょくさかいがわえいぎょうしょ,水道局境川営業所（すいどうきょくさかいがわえいぎょうしょ）,西区九条南1-4-18,西区,06-6458-1132(お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付等,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,4776
135.4839082,34.71882514,水道局十三サービスステーション,すいどうきょくじゅうそうさーびすすてーしょん,水道局十三サービスステーション（すいどうきょくじゅうそうさーびすすてーしょん）,淀川区十三東1-18-15,淀川区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,http://www.osaka-bfmap.jp/sisetu_data/data/121301.php?bunrui=3&amp;name=search_name.php,,,官公庁,市の機関,官公庁/市の機関,117,2474
135.510184,34.70558758,水道局北サービスステーション,すいどうきょくきたさーびすすてーしょん,水道局北サービスステーション（すいどうきょくきたさーびすすてーしょん）,北区扇町2-1-27（北区役所2階）,北区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,268
135.5164659,34.73192547,水道局体験型研修センター,すいどうきょくたいけんがたけんしゅうせんたー,水道局体験型研修センター（すいどうきょくたいけんがたけんしゅうせんたー）,東淀川区柴島３－１１－９４,東淀川区,06-6322-8549,06-6322-8549,,,,,,,官公庁,市の機関,官公庁/市の機関,117,9263
135.5007368,34.60368944,水道局住吉サービスステーション,すいどうきょくすみよしさーびすすてーしょん,水道局住吉サービスステーション（すいどうきょくすみよしさーびすすてーしょん）,住吉区南住吉3-15-55（住吉区役所1階）,住吉区,06-6458-1132（お客さまセンター）,6-6458-2100（お客さまセンター）,水道料金の受付,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,397
135.5412533,34.67067489,水道局今里営業所,すいどうきょくいまざとえいぎょうしょ,水道局今里営業所（すいどうきょくいまざとえいぎょうしょ）,東成区大今里西1-22-13,東成区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付等,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,3403
135.5193333,34.66813889,水道局上本町営業所,すいどうきょくうえほんまちえいぎょうしょ,水道局上本町営業所（すいどうきょくうえほんまちえいぎょうしょ）,中央区上本町西5-1-12,中央区,06-6458-1132（お客さまセンター）,06-6458-2100（お客さまセンター）,水道料金の受付等,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000014830.html,,,,官公庁,市の機関,官公庁/市の機関,117,1149
135.505693,34.73235497,都市整備局淡路土地区画整理事務所,としせいびきょくあわじとちくかくせいりじむしょ,都市整備局淡路土地区画整理事務所（としせいびきょくあわじとちくかくせいりじむしょ）,東淀川区東中島4-4-4,東淀川区,06-6320-9461,06-6370-4855,,,,,,,官公庁,市の機関,官公庁/市の機関,108,328
135.4670749,34.61395803,環境局西南環境事業センター,かんきょうきょくせいなんかんきょうじぎょうせんたー,環境局西南環境事業センター（かんきょうきょくせいなんかんきょうじぎょうせんたー）,住之江区泉1-1-111,住之江区,06-6685-1271,,　（家庭ごみ・のら犬等死体処理）,,,,,,官公庁,市の機関,官公庁/市の機関,112,122
135.4697625,34.61352589,建設局住之江工営所,けんせつきょくすみのえこうえいしょ,建設局住之江工営所（けんせつきょくすみのえこうえいしょ）,住之江区泉1-1-189,住之江区,06-6686-0434,06‐6686‐1341,,,http://www.city.osaka.lg.jp/kensetsu/page/0000057468.html,,,,官公庁,市の機関,官公庁/市の機関,108,123
135.4697692,34.61333442,建設局南部方面管理事務所,けんせつきょくなんぶほうめんかんりじむしょ,建設局南部方面管理事務所（けんせつきょくなんぶほうめんかんりじむしょ）,住之江区泉1-1-189,住之江区,06-6686-1240,06-6686-1341,,,http://www.city.osaka.lg.jp/kensetsu/page/0000057431.html,,,,官公庁,市の機関,官公庁/市の機関,112,9004
135.4696533,34.61344678,建設局住之江下水処理場,けんせつきょくすみのえげすいしょりじょう,建設局住之江下水処理場（けんせつきょくすみのえげすいしょりじょう）,住之江区泉1-1-189,住之江区,06-6686-1240,06-6686-1341,,,http://www.city.osaka.lg.jp/kensetsu/page/0000012065.html,,,,官公庁,市の機関,官公庁/市の機関,117,9006
135.4856923,34.60846403,住之江区保健福祉センター分館,すみのえくほけんふくしせんたーぶんかん,住之江区保健福祉センター分館（すみのえくほけんふくしせんたーぶんかん）,住之江区浜口東3-5-16,住之江区,,,,,,,,,官公庁,市の機関,官公庁/市の機関,138,689
135.5003535,34.60365544,住吉区役所・住吉区保健福祉センター,すみよしくやくしょ・すみよしくほけんふくしせんたー,住吉区役所・住吉区保健福祉センター（すみよしくやくしょ・すみよしくほけんふくしせんたー）,住吉区南住吉3丁目15番55号,住吉区,電話番号一覧,06-6692-5535,,,http://www.city.osaka.lg.jp/sumiyoshi/,,,,官公庁,市の機関,官公庁/市の機関,138,466
135.4826504,34.60965289,住之江区役所,すみのえくやくしょ,住之江区役所（すみのえくやくしょ）,住之江区御崎３－１－１７,住之江区,,,,,,http://www.osaka-bfmap.jp/sisetu_data/data/200101.php?bunrui=1&name=20.php,,,官公庁,市の機関,官公庁/市の機関,101,4965
135.4825533,34.60965586,住之江区保健福祉センター,すみのえくほけんふくしせんたー,住之江区保健福祉センター（すみのえくほけんふくしせんたー）,住之江区御崎３－１－１７,住之江区,,,,,,,,,官公庁,市の機関,官公庁/市の機関,138,4966
135.4149971,34.61724272,中央卸売市場南港市場,ちゅうおうおろしうりしじょうなんこうしじょう,中央卸売市場南港市場（ちゅうおうおろしうりしじょうなんこうしじょう）,住之江区南港南5-2-48,住之江区,06-6675-2010,06-6675-2029,,,http://www.city.osaka.lg.jp/shijo/index.html,,,,官公庁,市の機関,官公庁/市の機関,140,9001
135.4106603,34.63800806,大阪市水道局庁舎,おおさかしすいどうきょくちょうしゃ,大阪市水道局庁舎（おおさかしすいどうきょくちょうしゃ）,住之江区南港北2-1-10アジア太平洋トレードセンター（ＡＴＣ）ＩＴＭ棟 ９階,住之江区,06-6616-5404（総務課）,06-6616-5049（総務課）,,,http://www.city.osaka.lg.jp/suido/,,,,官公庁,市の機関,官公庁/市の機関,117,19301
135.4114304,34.63823939,大阪市建設局,おおさかしけんせつきょく,大阪市建設局（おおさかしけんせつきょく）,大阪市住之江区南港北2-1-10,住之江区,,,,平日の9時～17時30分,,,,,官公庁,市の機関,官公庁/市の機関,112,19305
135.4653973,34.62013622,動物管理センター(おおさかワンニャンセンター）,どうぶつかんりせんたー（おおさかわんにゃんせんたー）,動物管理センター(おおさかワンニャンセンター）（どうぶつかんりせんたー（おおさかわんにゃんせんたー））,住之江区柴谷2丁目5番74号,住之江区,06-6685-3700,,飼い犬・猫の引き取り,,,,,,官公庁,市の機関,官公庁/市の機関,112,615
135.4898378,34.62086106,水道局西部水道工事センター（粉浜分室）,すいどうきょくせいぶすいどうこうじせんたー（こはまぶんしつ）,水道局西部水道工事センター（粉浜分室）（すいどうきょくせいぶすいどうこうじせんたー（こはまぶんしつ））,住之江区粉浜1-15-16（粉浜営業所内）,住之江区,06-6678-2996,06-6678-2999,給水装置の工事関係,午前9時～午後5時30分,http://www.city.osaka.lg.jp/suido/page/0000015040.html,,,,官公庁,市の機関,官公庁/市の機関,117,19208
135.4779248,34.62745306,環境局南部環境事業センター,かんきょうきょくなんぶかんきょうじぎょうせんたー,環境局南部環境事業センター（かんきょうきょくなんぶかんきょうじぎょうせんたー）,西成区南津守5丁目5番26号,西成区,06-6661-5450,,,,,,,,官公庁,市の機関,官公庁/市の機関,112,4875
135.4748559,34.62755803,環境局住之江工場,かんきょうきょくすみのえこうじょう,環境局住之江工場（かんきょうきょくすみのえこうじょう）,住之江区北加賀屋4-1-26,住之江区,06-6681-0035,06-6685-7946,,,,,,,官公庁,市の機関,官公庁/市の機関,114,9008
135.4658784,34.64547517,環境局  西部環境事業センター,かんきょうきょく　せいぶかんきょうじぎょうせんたー,環境局  西部環境事業センター（かんきょうきょく　せいぶかんきょうじぎょうせんたー）,大正区小林西1-20-29,大正区,06-6552-0901,,,,,,,,官公庁,市の機関,官公庁/市の機関,112,3827
135.4755667,34.63527481,環境局　大正工場,かんきょうきょく　たいしょうこうじょう,環境局　大正工場（かんきょうきょく　たいしょうこうじょう）,大正区南恩加島1-11-24,大正区,06-6553-0464,,,,,,,,官公庁,市の機関,官公庁/市の機関,108,3989
135.4762223,34.63550617,環境局　木津川事務所,かんきょうきょく　きづがわじむしょ,環境局　木津川事務所（かんきょうきょく　きづがわじむしょ）,大正区南恩加島1-11-35,大正区,06-6551-1730,,,,,,,,官公庁,市の機関,官公庁/市の機関,108,3985
135.494436,34.63480622,西成区役所,にしなりくやくしょ,西成区役所（にしなりくやくしょ）,西成区岸里1丁目5番20号,西成区,06-6659-9986,,,,,http://www.osaka-bfmap.jp/sisetu_data/data/240101.php?bunrui=1&name=24.php,,,官公庁,市の機関,官公庁/市の機関,101,4826
135.475153,34.64581106,建設局千島下水処理場,けんせつきょくちしまげすいしょりじょう,建設局千島下水処理場（けんせつきょくちしまげすいしょりじょう）,大正区小林東2-5-59,大正区,06-6551-0766,,,,,,,,官公庁,市の機関,官公庁/市の機関,112,26
135.481472,34.64319228,建設局津守工営所,けんせつきょくつもりこうえいしょ,建設局津守工営所（けんせつきょくつもりこうえいしょ）,西成区津守2-7-13,西成区,06-6567-6495,06-6567-6513,,,,,,,官公庁,市の機関,官公庁/市の機関,108,2708
135.4814639,34.64340661,建設局西部方面管理事務所,けんせつきょくせいぶほうめんかんりじむしょ,建設局西部方面管理事務所（けんせつきょくせいぶほうめんかんりじむしょ）,西成区津守2丁目7番13号,西成区,06-6567-6491,,,,,,,,官公庁,市の機関,官公庁/市の機関,112,4863
135.4814552,34.64316014,建設局津守下水処理場,けんせつきょくつもりげすいしょりじょう,建設局津守下水処理場（けんせつきょくつもりげすいしょりじょう）,西成区津守2－7－13,西成区,06-6567-6491,06-6562-7531,,,http://www.city.osaka.lg.jp/kensetsu/page/0000012065.html,,,,官公庁,市の機関,官公庁/市の機関,117,9003
135.5478829,34.59608583,環境局平野工場,かんきょうきょくひらのこうじょう,環境局平野工場（かんきょうきょくひらのこうじょう）,平野区瓜破南1-3-14,平野区,06-6707-3753,06-6799-0169,,,,,,,官公庁,市の機関,官公庁/市の機関,108,2349
135.5495612,34.59611097,環境局東南環境事業センター,かんきょうきょくとうなんかんきょうじぎょうせんたー,環境局東南環境事業センター（かんきょうきょくとうなんかんきょうじぎょうせんたー）,平野区瓜破南1-3-40,平野区,06-6700-1750,06-6706-2007,,,,,,,官公庁,市の機関,官公庁/市の機関,112,2250
135.5539782,34.60120797,平野区役所瓜破出張所,ひらのくやくしょうりわりしゅっちょうしょ,平野区役所瓜破出張所（ひらのくやくしょうりわりしゅっちょうしょ）,平野区瓜破7-2-7,平野区,06-6709-6664,,,,,http://www.osaka-bfmap.jp/sisetu_data/data/230102.php?bunrui=1&name=23.php,,,官公庁,市の機関,官公庁/市の機関,101,2243
135.5194613,34.61350814,南部方面公園事務所,なんぶほうめんこうえんじむしょ,南部方面公園事務所（なんぶほうめんこうえんじむしょ）,東住吉区長居公園1-1,東住吉区,06-6691-7200,06-6691-6976,,,,,,,官公庁,市の機関,官公庁/市の機関,154,3107
135.5322172,34.60286094,東住吉区役所矢田出張所保健分室,ひがしすみよしくやくしょやたしゅっちょうしょほけんぶんしつ,東住吉区役所矢田出張所保健分室（ひがしすみよしくやくしょやたしゅっちょうしょほけんぶんしつ）,東住吉区矢田6-7-12,東住吉区,06-6697-2671,,,,,http://www.osaka-bfmap.jp/sisetu_data/data/220103.php?bunrui=1&name=22.php,,,官公庁,市の機関,官公庁/市の機関,101,3166
135.532236,34.60321403,東住吉区役所矢田出張所,ひがしすみよしくやくしょやたしゅっちょうしょ,東住吉区役所矢田出張所（ひがしすみよしくやくしょやたしゅっちょうしょ）,東住吉区矢田6-7-25,東住吉区,06-6692-1341,,,,http://www.city.osaka.lg.jp/higashisumiyoshi/page/0000001184.html,http://www.osaka-bfmap.jp/sisetu_data/data/220102.php?bunrui=1&name=22.php,,,官公庁,市の機関,官公庁/市の機関,101,3167
135.547701,34.60961297,平野住宅管理センター,ひらのじゅうたくかんりせんたー,平野住宅管理センター（ひらのじゅうたくかんりせんたー）,平野区喜連西6-2-55,平野区,06-6703-4236,06-6703-4237,,,,,,,官公庁,市の機関,官公庁/市の機関,112,2244
135.5688199,34.60603444,平野区役所長吉出張所,ひらのくやくしょながよししゅっちょうしょ,平野区役所長吉出張所（ひらのくやくしょながよししゅっちょうしょ）,平野区長吉長原2-6-58,平野区,06-6709-1201,,,,http://www.city.osaka.lg.jp/hirano/page/0000039466.html,,,,官公庁,市の機関,官公庁/市の機関,101,2297
135.5691325,34.60871872,都市整備局長吉東部土地区画整理事務所,としせいびきょくながよしとうぶとちくかくせいりじむしょ,都市整備局長吉東部土地区画整理事務所（としせいびきょくながよしとうぶとちくかくせいりじむしょ）,大阪市平野区長吉出戸５－３－６６,平野区,06-6705-5550,06-6705-5566,,,,,,,官公庁,市の機関,官公庁/市の機関,108,8520
135.5654533,34.60949689,出戸バスターミナル,でとばすたーみなる,出戸バスターミナル（でとばすたーみなる）,平野区喜連東5-16-21,平野区,06-6790-0911,,,,,,,,官公庁,市の機関,官公庁/市の機関,159,2286
